wdid,icrsra,icrsdec,spectype,teff,logg,mass,age,Dage,Dpc,velU,velV,velW
2QZ J215655.2-282046,21 56 55.25,-28 20 45.19,DB,,,,,,9718.17,,,
2QZ J220105.1-295111,22 01 05.05,-29 51 11.15,DB,,,,,,493.83,,,
2QZ J220506.7-295503,22 05 06.64,-29 55 02.37,DB,,,,,,2405.58,,,
2QZ J220614.9-311406,22 06 14.90,-31 14 06.57,DB,,,,,,2067.40,,,
2QZ J220632.2-281713,22 06 32.27,-28 17 13.14,DB,,,,,,612.82,,,
2QZ J220955.7-293853,22 09 55.83,-29 38 53.20,DZ,10695.0,7.686,0.417,,,290.75,,,
2QZ J221008.1-295421,22 10 08.17,-29 54 22.08,DB,19715.0,7.909,0.547,,,397.60,,,
2QZ J221020.9-302638,22 10 20.96,-30 26 37.88,DB,,,,,,443.18,,,
2QZ J221402.3-283052,22 14 02.41,-28 30 51.57,DB,20728.0,8.062,0.635,,,212.70,,,
2QZ J221405.3-293043,22 14 05.40,-29 30 42.99,DB,,,,,,640.16,,,
2QZ J221413.7-282550,22 14 13.68,-28 25 51.16,DB,,,,,,575.41,,,
2QZ J221415.0-284941,22 14 14.93,-28 49 43.18,DB,21884.0,8.01,0.607,,,152.71,,,
2QZ J221444.8-295438,22 14 44.79,-29 54 37.64,DB,,,,,,2288.85,,,
2QZ J221512.1-282310,22 15 12.14,-28 23 10.29,DB,,,,,,3032.14,,,
2QZ J221735.5-305323,22 17 35.64,-30 53 23.73,DB?,,,,,,480.35,,,
2QZ J222015.6-303933,22 20 15.72,-30 39 32.45,DB,,,,,,512.14,,,
2QZ J222226.3-283548,22 22 26.40,-28 35 48.00,DB,,,,,,266.16,,,
2QZ J222244.2-303146,22 22 44.29,-30 31 45.79,DB,,,,,,746.10,,,
2QZ J222421.6-314236,22 24 21.63,-31 42 36.16,DB,,,,,,873.21,,,
2QZ J222954.0-294316,22 29 54.05,-29 43 17.04,DB,,,,,,3886.51,,,
2QZ J223114.8-285548,22 31 14.82,-28 55 48.18,DB,,,,,,6954.10,,,
2QZ J223138.8-291706,22 31 38.87,-29 17 06.27,DB,,,,,,339.62,,,
2QZ J223441.5-282404,22 34 41.51,-28 24 03.71,DB,,,,,,3717.47,,,
2QZ J223805.3-284334,22 38 05.27,-28 43 33.32,DB,,,,,,5274.26,,,
2QZ J224011.1-303046,22 40 11.11,-30 30 45.55,DB,,,,,,700.43,,,
2QZ J224213.6-315301,22 42 13.57,-31 53 01.06,DB,,,,,,567.21,,,
2QZ J224324.7-271751,22 43 24.57,-27 17 49.56,DB?,,,,,,689.46,,,
2QZ J224339.5-320829,22 43 39.50,-32 08 29.13,DB,,,,,,1540.12,,,
2QZ J224641.1-303347,22 46 49.61,-30 34 23.27,DB,,,,,,546.18,,,
2QZ J224700.3-272250,22 47 00.14,-27 22 47.90,DB?,,,,,,62500.00,,,
2QZ J224816.1-301707,22 48 16.15,-30 17 07.45,DB,,,,,,373.54,,,
2QZ J225411.1-272042,22 54 11.12,-27 20 42.14,DB,,,,,,1263.42,,,
2QZ J225640.9-304116,22 56 40.99,-30 41 17.36,DB,21211.0,8.22,0.733,,,121.84,,,
2QZ J225821.0-320146,22 58 21.03,-32 01 46.27,DB,,,,,,838.01,,,
2QZ J230122.6-295227,23 01 22.69,-29 52 27.09,DB,,,,,,346.16,,,
2QZ J230415.9-285311,23 04 15.89,-28 53 12.42,DB,14333.0,8.07,0.63,,,191.27,,,
2QZ J230555.4-275511,23 05 55.52,-27 55 10.80,DB,,,,,,303.48,,,
2QZ J231106.0-304754,23 11 06.08,-30 47 55.44,DB,,,,,,352.58,,,
2QZ J231139.4-312526,23 11 39.46,-31 25 26.53,DB,21582.0,8.169,0.701,,,352.63,,,
2QZ J231219.3-280928,23 12 19.25,-28 09 29.78,DZ:,7592.0,8.146,0.666,,,131.55,,,
2QZ J231322.1-274035,23 13 22.12,-27 40 35.24,DB,,,,,,1527.18,,,
2QZ J231433.3-311122,23 14 33.35,-31 11 21.99,DB,,,,,,1628.66,,,
2QZ J231509.8-283127,23 15 09.86,-28 31 27.22,DB,,,,,,547.38,,,
2QZ J231531.8-313904,23 15 31.89,-31 39 04.30,DB,,,,,,2392.92,,,
2QZ J231712.7-294310,23 17 12.71,-29 43 10.78,DB,,,,,,824.13,,,
2QZ J231748.0-302943,23 17 48.07,-30 29 43.07,DB,,,,,,4194.63,,,
2QZ J231802.3-272123,23 18 02.34,-27 21 23.03,DB,,,,,,1698.66,,,
2QZ J231943.6-281907,23 19 43.62,-28 19 09.18,DB,12115.0,8.092,0.64,,,111.83,,,
2QZ J232047.7-313002,23 20 47.72,-31 30 02.88,DB,14811.0,8.083,0.639,,,212.97,,,
2QZ J232113.2-282247,23 21 13.32,-28 22 47.57,DZ,,,,,,304.58,,,
2QZ J232435.1-293502,23 24 35.16,-29 35 02.07,DZ,,,,,,236.56,,,
2QZ J232538.6-295658,23 25 38.61,-29 56 59.01,DB,,,,,,369.33,,,
2QZ J232714.9-315135,23 27 14.96,-31 51 35.90,DB,,,,,,542.83,,,
2QZ J232803.2-290021,23 28 03.24,-29 00 21.58,DB,12987.0,7.959,0.563,,,194.62,,,
2QZ J232942.5-311810,23 29 42.54,-31 18 10.69,DB,,,,,,674.67,,,
2QZ J233519.6-290942,23 35 19.64,-29 09 42.07,DB,13303.0,8.0,0.586,,,274.33,,,
2QZ J233735.6-271714,23 37 35.74,-27 17 14.83,DB?,,,,,,52910.05,,,
2QZ J233737.8-284503,23 37 37.85,-28 45 03.30,DB,,,,,,678.52,,,
2QZ J233906.8-305610,23 39 06.99,-30 56 10.22,DB,,,,,,606.13,,,
2QZ J234315.8-292438,23 43 16.07,-29 24 37.63,DB,16096.0,7.965,0.571,,,198.96,,,
2QZ J234401.5-272719,23 44 01.59,-27 27 19.52,DB,,,,,,537.35,,,
2QZ J235137.5-305122,23 51 37.51,-30 51 22.60,DB?,,,,,,381.21,,,
2QZ J235205.2-312128,23 52 05.31,-31 21 27.89,DB,,,,,,7880.22,,,
2QZ J235220.0-310213,23 52 20.12,-31 02 12.95,DB,,,,,,2492.52,,,
2QZ J235240.6-293808,23 52 40.74,-29 38 06.69,DB,15949.0,8.024,0.605,,,251.79,,,
2QZ J235448.6-311113,23 54 48.53,-31 11 16.73,DC:,8222.0,8.103,0.64,,,123.64,,,
2QZ J235815.9-312044,23 58 16.03,-31 20 43.96,DB,20320.0,8.17,0.7,,,288.13,,,
2SLAQ J022509.10-001854.6,02 25 09.12,-00 18 55.20,DZ,6207.0,8.2437,0.7277,3.9,,148.67,,,
2SLAQ J023945.02+002745.0,02 39 45.14,00 27 44.84,DQ,7134.0,7.5879,0.3618,0.911,,169.60,,,
2SLAQ J090945.07-004559.3,09 09 45.03,-00 45 59.33,DZ,9160.0,8.1309,0.6592,0.952,,184.51,,,
2SLAQ J105449.49+001741.2,10 54 49.85,00 15 50.00,DB,,,,,,252.17,,,
2SLAQ J122723.99-004316.3,12 27 23.89,-00 43 16.10,DC,8689.0,8.196,0.718,1.159,,129.45,,,
2SLAQ J145832.73-011245.4,14 58 32.75,-01 12 45.81,DC:,6911.0,8.318,0.794,3.053,,140.55,,,
2SLAQ J151859.71+002840.1,15 18 59.72,00 28 39.39,DZ,8557.0,8.331,0.806,1.538,,187.20,,,
2SLAQ J212424.69-011452.5,21 24 24.65,-01 14 54.10,DZ,7732.0,8.0548,0.609,1.3,,123.01,,,
2SLAQ J214058.24-004528.8,21 40 58.22,-00 45 29.72,DQ,7524.0,8.0155,0.5846,1.33,,154.87,,,
2SLAQ J214215.41-003636.0,21 42 15.50,-00 36 35.44,DC,6689.0,8.18,0.687,2.58,,79.26,,,
2SLAQ J215239.61-003652.0,21 52 39.61,-00 36 52.05,DC+M,7190.0,8.83,,,,,,,
2SLAQ J230639.10-002412.8,23 06 39.12,-00 24 13.37,DC,7323.0,8.734,1.061,3.97,,149.39,,,
3FGL J1124.9+4932,11 24 53.83,49 34 09.78,DC:,7103.0,8.0,,,,,,,
6dFGS gJ215027.8-011348,21 50 27.78,-01 13 51.39,DQ,8652.0,7.921,0.532,0.86,,90.62,,,
87GB 092430.3+250931,09 27 22.86,24 56 13.25,DC:,5093.0,8.0,,,,14486.64,,,
87GB 103758.5+063247,10 40 31.63,06 17 21.70,DZ,7521.0,8.0,,,,,,,
A1 123,11 40 22.26,14 30 02.59,DBA:,13128.0,7.86,0.508,,,175.15,,,
A1 46,11 29 00.83,15 11 19.79,DBA,16052.0,8.02,0.602,0.1582,,245.28,,,
A2 235,12 57 51.82,26 36 21.40,DB,20780.0,7.98,0.589,0.06257,,526.48,,,
A2 275,12 59 01.50,30 32 39.05,DBA,12917.0,7.71,0.433,0.3128,,236.02,,,
A2 287,12 59 34.57,27 54 51.91,DQ,9134.0,7.875,0.507,0.71,,97.22,,,
A3 181,12 27 16.48,16 00 56.38,DC,9904.0,7.632000000000001,0.546,,,134.49,,,
BD+20 5125B,22 19 28.99,21 22 23.87,DC,4748.0,7.328,0.319,1.81,,54.01,,,
BD-01 343B,02 30 03.31,-00 22 48.33,DB4.4,,,,,,83.36,,,
BD-18 3019B,10 45 36.93,-19 06 54.69,DQpec,5736.0,7.875,0.498,2.25,,18.80,110.7,-71.1,-107.8
BSO 24,15 06 26.33,41 52 44.44,DZ,9151.0,8.076,0.625,0.91,,95.42,,,
CBS 127,10 18 38.71,37 26 57.14,DZA,10543.0,7.9772,0.5682,0.526,,137.37,,,
CBS 148,11 50 31.23,36 54 16.58,DB+M,16481.0,8.36,,,,315.29,,,
CBS 73,08 28 29.11,36 34 18.00,DB,16027.0,7.93,0.551,0.1801,,166.33,,,
CBS 78,08 41 55.08,37 23 11.43,DBZ,13806.0,8.19,0.704,0.345,,170.37,,,
CBS 94,09 09 29.24,33 58 15.28,DB,18287.0,8.15,0.684,0.1479,,258.73,,,
CHSS 887,13 10 13.30,29 43 58.55,DZ7,,,,,,1131.99,,,
CSO 1019,13 52 28.46,34 29 05.52,DB,12479.0,8.26,0.747,,,123.27,,,
CSO 1025,13 55 16.53,36 36 13.45,DQ,8046.0,7.906,0.522,1.03,,86.03,,,
CSO 1074,14 53 15.15,32 46 47.29,DC,9251.0,7.983,0.569,,,109.34,,,
CSO 1241,11 55 47.34,43 27 51.60,DZ,9902.0,7.9289,0.5391,0.582,,163.91,,,
CSO 1290,12 13 34.24,39 43 56.94,DB+M,28006.0,8.545,0.946,0.07297,,387.80,,,
CSO 172,12 49 20.32,29 04 54.16,DB,16314.0,8.01,0.598,0.2352,,312.48,,,
CSO 20,09 50 03.35,32 38 29.55,DQA,8178.0,7.702,0.417,0.75,,90.79,,,
CSO 412,14 05 18.52,33 23 40.51,DBA:H:M:,13549.0,7.966,0.567,0.2573,,134.35,,,
CSO 540,14 58 22.49,43 59 05.47,DB,20326.0,8.26,0.755,0.1314,,180.49,,,
CSO 558,15 05 06.23,38 30 17.34,DBA,14112.0,7.61,0.393,0.1831,,176.55,,,
CSO 593,15 27 18.09,41 48 35.32,DB,14466.0,8.08,0.637,0.2842,,235.88,,,
CSO 627,14 17 24.23,49 41 27.76,DC,9691.0,8.035,0.601,0.73,,87.39,,,
CSO 903,12 36 58.18,33 07 59.59,DC,9064.0,8.107,0.644,1.0,,87.65,,,
Cl* IC 2602 A I,10 44 24.25,-64 33 15.00,DB,,,,,,2299.38,,,
Cl* NGC 2682 YBP 1487,08 50 29.47,11 52 49.73,DB,,,,,,264.34,,,
EC 04594-6011,05 00 07.87,-60 07 28.49,DB,15045.0,7.995,0.587,,,102.17,,,
EC 05221-4725,05 23 30.82,-47 22 19.69,DB,23557.0,8.058,0.637,,,169.46,,,
EC 21244-4158,21 27 36.34,-41 45 20.59,DB,18053.0,8.46,0.885,0.2658,,114.56,,,
EC 22599-6521,23 03 06.74,-65 05 07.56,DB,19677.0,7.99,0.591,,,118.52,,,
EGGR 1,00 09 35.02,31 08 38.53,DC,7890.0,7.96,0.553,1.14,,53.47,,,
EGGR 133,19 42 12.98,37 31 59.97,DB,15626.0,7.907,0.539,0.149,,49.56,,,
EGGR 181,06 57 22.96,02 40 57.61,DC,8972.0,8.273,0.752,1.28,,40.19,,,
EGGR 182,08 59 14.30,32 57 12.10,DQA,9527.0,8.464,0.879,1.67,,23.06,21.4,0.883,-24.3
EGGR 250,09 15 54.13,53 25 05.92,DCP,7155.0,8.217,0.712,1.94,,10.27,21.0,-42.5,-24.3
EGGR 251,09 50 16.67,53 15 14.27,DQ,8053.0,7.906,0.522,1.03,,27.60,20.2,-7.3,-16.1
EGGR 252,10 01 48.99,14 41 23.97,DC,6471.0,8.042,0.599,2.08,,19.40,-39.4,56.1,-127.2
EGGR 262,21 01 44.53,31 48 34.30,DQ,9851.0,8.056,0.614,0.69,,32.24,,,
EGGR 272,14 06 19.73,-01 19 33.65,DBA,15224.0,7.96,0.564,0.2161,,77.69,,,
EGGR 316,04 40 23.98,13 58 45.55,DBA,15120.0,8.25,0.74,0.2951,,45.96,,,
EGGR 322,07 56 01.11,57 41 52.80,DC,9614.0,8.17,0.685,0.88,,29.39,,,
EGGR 325,10 59 25.28,34 14 48.78,DBA,11960.0,7.999,0.584,0.397,0.0455,54.97,,,
EGGR 334,21 09 51.44,42 57 04.85,DC5,11303.0,8.027,0.62,0.4534,,56.61,,,
EGGR 344,07 53 27.11,52 29 27.38,DC,7164.0,8.281,0.755,2.66,,21.82,,,
EGGR 346,08 05 37.60,38 32 07.98,DZ,10732.0,8.134,0.664,0.618,,45.27,,,
EGGR 362,14 27 27.68,61 10 26.64,DQ,6372.0,7.948,0.543,1.93,,42.90,,,
EGGR 385,03 30 14.42,74 01 53.38,DC,7660.0,7.935,0.538,1.19,,54.03,,,
EGGR 391,13 30 58.83,30 29 52.01,DZH,6351.0,8.093,0.63,3.43,,25.54,,,
EGGR 393,14 56 29.43,81 56 55.39,DB3.4,14697.0,8.023,0.603,0.22,0.06,53.58,,,
EGGR 409,01 14 37.63,10 41 04.04,DB1.8,27861.0,7.816,0.517,0.013,0.0025,110.93,,,
EGGR 411,02 31 41.44,27 09 53.14,DC,4824.0,7.858,0.496,5.39,,28.16,,,
EGGR 417,04 10 17.88,19 54 21.07,DC,4965.0,8.181,0.695,8.31,,29.13,,,
EGGR 428,07 59 59.14,43 35 23.68,DCP,7215.0,8.695,1.038,4.04,,21.96,,,
EGGR 463,01 04 57.72,21 20 10.53,DC,4721.0,8.071,0.623,8.59,,32.46,,,
EGGR 465,01 27 44.92,-23 24 47.53,DBA,16610.0,8.26,0.75,0.2291,,74.42,,,
EGGR 474,02 51 52.00,73 41 32.79,DZ,7538.0,8.077,0.623,1.51,,61.12,,,
EGGR 507,23 54 56.57,40 27 21.06,DQ,7902.0,8.033,0.596,1.22,,22.08,,,
EGGR 508,00 03 31.90,-16 43 58.40,DBA,12759.0,8.046,0.613,0.6918,,38.08,,,
EGGR 51,07 10 14.04,37 40 15.05,DQ,6807.0,7.959,0.55,1.71,,24.37,-7.2,-13.0,-31.6
EGGR 513,01 03 24.59,-06 32 13.76,DBA,18300.0,7.934,0.558,0.0912,,43.28,,,
EGGR 516,01 21 48.12,-00 10 55.23,DB,15508.0,7.83,0.499,0.1835,,111.52,,,
EGGR 532,09 05 14.94,09 04 23.21,DQ,8440.0,7.924,0.533,0.95,,59.59,,,
EGGR 536,12 50 07.22,54 46 46.12,DC,3780.0,7.544,0.359,6.14,,23.70,,,
EGGR 539,14 05 54.70,66 48 01.86,DC,3924.0,7.735,0.44,6.59,,36.71,,,
EGGR 554,23 15 19.44,-02 09 37.76,DZ,6317.0,8.07,0.616,2.42,,29.72,,,
EGGR 555,23 19 08.87,-06 13 15.40,DC,4563.0,7.808,0.477,5.64,,36.30,,,
EGGR 583,21 49 54.87,28 16 58.38,DB,11808.0,8.032,0.603,0.444,,34.75,,,
EGGR 584,22 14 08.51,37 27 06.56,DCP,6424.0,8.467,0.878,4.42,,29.19,,,
EGGR 85,11 56 43.47,18 22 19.65,DC,7341.0,8.045,0.602,1.55,,26.75,,,
EGGR 89,12 17 32.61,32 05 11.13,DC,7067.0,8.133,0.657,1.8,,44.84,,,
EGGR 904,08 56 18.91,16 11 03.25,DBAH,16984.0,8.217,0.726,0.2027,,72.12,,,
EGGR 906,22 31 45.43,14 11 13.26,DBA,14149.0,7.994,0.585,0.2362,,83.05,,,
EGGR 907,22 36 42.00,06 40 17.38,DB,23770.0,8.07,0.65,0.0389,,122.80,,,
EGGR 908,22 48 45.57,12 20 07.91,DB,21355.0,7.941,0.567,0.04436,,174.62,,,
EGGR 909,23 12 46.60,17 51 58.99,DB,15170.0,8.37,0.82,0.3631,,76.26,,,
ESO 207-21,07 07 04.69,-49 10 36.96,DC,4660.0,8.02,0.58,7.0,1.24,650.34,,,
FBQS J0213-0501,02 13 11.76,-05 01 02.63,DC:,9852.0,6.5,,,,2600.57,,,
FBS 1103+619,11 06 59.36,61 39 24.77,DC,9879.0,8.011,0.587,0.7796,,63.25,,,
FBS 1315+447,13 18 01.70,44 27 33.59,DZ,,,,,,2005.21,,,
FBS 1401+865,13 55 05.17,86 15 10.40,DZ,,,,,,1779.99,,,
FBS 2227+392,22 29 15.47,39 26 27.29,DBA,,,,,,855.58,,,
FBS 2227+393,22 30 11.98,39 36 02.06,DBA,,,,,,1192.89,,,
FOCAP QNY5:58,12 38 11.13,-01 40 46.78,DC,9850.0,8.039,0.603,,,132.12,,,
Feige 4,00 20 01.86,13 52 47.92,DB,18146.0,8.18,0.7,0.1161,,79.26,,,
G 102-37,05 52 43.55,10 11 00.91,DC,10000.0,,0.56,,,36.88,,,
G 163-28,10 57 47.89,-04 13 32.72,DZ,6949.0,8.225,0.717,2.02,,36.35,,,
G 175-34B,04 31 15.33,58 58 10.13,DC,7011.0,8.098,0.635,1.75,,5.52,0.9,-35.4,-3.7
G 261-43B,21 26 57.97,73 38 37.80,DC,6000.0,8.39,0.84,4.58,,22.27,,,
G 34-49,01 45 19.78,23 17 52.22,DQ,7468.0,7.922,0.53,1.29,,61.19,,,
G234-052,08 59 41.35,60 16 29.72,DCe+M2V,,,,,,41.57,,,
GALEX 2391871135490771040,16 32 48.21,28 40 21.35,DC,8532.0,8.02,0.608,0.9349,,163.07,,,
GALEX 2418435336417843954,01 11 59.37,15 01 27.53,DZ,10838.0,7.9794,0.5701,0.49,,265.49,,,
GALEX 2419490867580507837,07 43 47.84,42 40 23.54,DBZ,16667.0,9.43,1.333,0.248,,433.03,,,
GALEX 2420616767487353266,08 33 17.36,53 13 35.15,DB:DC,11857.0,8.12,0.66,0.7208,,218.76,,,
GALEX 2420968611208233447,08 35 46.35,53 59 09.71,DC:,10092.0,8.034,0.621,0.6165,,257.49,,,
GALEX 2423361148510277239,03 30 49.77,-06 07 54.79,DB:,11770.0,7.941,0.55,,,308.70,,,
GALEX 2429870257346714204,14 35 34.16,04 34 25.61,DQA,17199.0,8.792,1.086,0.4255,,254.24,,,
GALEX 2432438716509192504,16 07 11.79,53 21 58.38,DZ,9657.0,8.0868,0.6324,0.776,,278.42,,,
GALEX 2432755375857998833,16 15 27.93,50 38 41.35,DB,14755.0,8.11,0.657,0.1554,,747.23,,,
GALEX 2436062706834342980,01 43 20.46,-08 55 37.32,DB,14007.0,8.19,0.704,0.5361,,382.19,,,
GALEX 2468819357249048224,16 19 53.98,49 33 50.57,DB,16203.0,8.26,0.751,0.1701,,378.61,,,
GALEX 2470297100876783023,21 52 34.11,00 56 53.01,DC,9292.0,8.104,0.661,0.8495,,229.73,,,
GALEX 2485743040223777830,09 40 25.15,61 36 48.70,DZ,9205.0,8.2907,0.7634,1.17,,114.72,,,
GALEX 2486411543293463786,10 04 08.49,68 48 03.75,DC,10591.0,8.022,0.615,0.5338,,314.42,,,
GALEX 2487044861991065335,10 49 06.82,11 51 11.82,DC,10337.0,7.973,0.585,0.5336,,232.92,,,
GALEX 2492709545897362353,15 04 35.32,01 37 07.72,DB,15325.0,8.11,0.656,,,462.10,,,
GALEX 2503018566919396429,00 01 22.49,23 59 34.00,DB:,12339.0,6.88,0.194,1.162,,473.53,,,
GALEX 2530180902171970907,16 13 20.03,53 37 53.07,DBAH:,12409.0,7.73,0.441,0.2263,,308.02,,,
GALEX 2657838467059289126,14 42 30.11,08 31 46.91,DBAH:,16902.0,8.1,0.651,0.1628,,363.47,,,
GALEX 2657873664316279542,14 26 40.89,10 18 16.65,DB,15096.0,7.67,0.421,0.4626,,251.20,,,
GALEX 2665051280517368153,23 25 30.96,13 11 30.52,DC:,10050.0,7.756,0.468,0.4438,,265.96,,,
GALEX 2665121649261546518,23 41 43.68,13 32 37.53,DC,12141.0,8.0,,,,323.80,,,
GALEX 2665121662146448800,23 48 52.64,13 41 41.24,DBZA,11065.0,7.4229,0.3137,0.264,,308.45,,,
GALEX 2665262369570030960,23 05 37.05,23 07 53.11,DZA,11055.0,7.9921,0.578,0.473,,182.34,,,
GALEX 2667408659217122775,00 08 10.31,25 07 52.82,DQA,10801.0,8.1035,0.6449,0.594,,242.55,,,
GALEX 2672580731849409741,00 04 47.06,24 07 03.71,DB,15328.0,7.75,0.457,0.01334,,713.22,,,
GALEX 2672721465042798024,01 45 07.01,23 37 04.39,DC,9886.0,8.302,0.789,0.9766,,178.80,,,
GALEX 2673530701305875476,00 27 39.49,-00 17 42.11,DC,9809.0,7.917,0.552,0.57,,212.52,,,
GALEX 2678984274684675503,16 33 49.59,61 56 23.48,DB,16138.0,7.99,0.583,,,655.25,,,
GALEX 2679863931231538957,16 50 05.36,39 37 32.15,DB,11125.0,7.916,0.534,,,164.51,,,
GALEX 2679934274205909976,15 52 56.56,30 40 15.96,DC:DB:DC,10379.0,7.517,0.365,0.3238,,375.10,,,
GALEX 2679934282795844034,15 45 44.01,31 15 29.11,DB:,14478.0,8.93,1.155,0.6633,,378.55,,,
GALEX 2679969445693097883,15 32 43.70,35 00 53.49,DB,11645.0,7.2,0.253,0.4411,,281.64,,,
GALEX 2680180581990401605,16 46 22.23,27 42 36.92,DBZA,13810.0,8.0714,0.63,0.288,,377.13,,,
GALEX 2680215732002752324,16 55 55.77,26 45 49.29,DB,15270.0,7.33,0.3,0.2304,,419.34,,,
GALEX 2680215732002753374,16 56 27.42,26 59 46.17,DC:,9818.0,7.37,0.31,0.3398,,456.04,,,
GALEX 2680391675338031787,17 28 56.23,32 50 45.09,DBZ,12123.0,7.8705,0.512,0.312,,228.16,,,
GALEX 2680954616701521003,15 17 27.60,55 24 53.12,DC:DB:DC,10761.0,7.858,0.523,0.4181,,271.05,,,
GALEX 2682889761461371913,09 33 56.82,65 30 26.05,DB,13514.0,7.932,0.548,0.2467,,270.17,,,
GALEX 2683065674731882704,08 54 19.94,60 37 01.45,DQ,10325.0,8.0,0.853,,,132.25,,,
GALEX 2684015661368217737,08 15 48.71,36 49 50.58,DBAZ,14555.0,8.72,1.043,,,590.84,,,
GALEX 2684261943382901377,10 13 20.05,35 41 16.67,DBZH,16698.0,7.99,0.588,,,409.45,,,
GALEX 2684261956267803251,10 00 36.99,35 18 21.79,DBZA,12666.0,7.9528,0.5584,0.307,,214.93,,,
GALEX 2684261964857740427,10 06 36.12,34 10 33.35,DC,10468.0,8.115,0.672,0.6298,,276.85,,,
GALEX 2684297140639891846,10 06 38.27,38 23 44.43,DC,10715.0,8.354,0.826,0.8513,,237.76,,,
GALEX 2684543414064644977,10 55 44.05,35 09 25.57,DZ,10767.0,8.0969,0.6407,0.593,,199.54,,,
GALEX 2684543422654580558,10 59 31.75,33 35 04.26,DBAH:,13472.0,8.54,0.935,0.4015,,409.05,,,
GALEX 2684578602731702298,10 44 22.29,28 21 28.98,DBAH+M,19193.0,8.12,,,,444.55,,,
GALEX 2684578624206538669,10 51 00.60,28 37 15.35,DB,14991.0,8.06,0.628,,,253.45,,,
GALEX 2684684164437901878,11 13 54.74,35 35 36.38,DC:,15337.0,8.442,,,,286.30,,,
GALEX 2684684185912741508,11 10 10.93,38 57 00.06,DBAH:,16160.0,8.11,0.655,0.1534,,265.46,,,
GALEX 2684754537477048720,11 16 06.72,33 09 33.23,DC,,,,,,585.41,,,
GALEX 2685528589368036533,14 07 05.97,58 48 17.77,DB,12628.0,7.998,0.584,,,259.55,,,
GALEX 2685774888562591391,12 53 32.57,51 44 27.81,DC,9996.0,8.256,0.76,0.8825,,148.27,,,
GALEX 2685774897152526539,12 59 14.21,50 52 18.50,DB:,12707.0,6.89,0.197,0.4664,,348.31,,,
GALEX 2686197079552822523,12 26 49.93,44 45 13.95,DBZ,16628.0,9.23,1.274,0.4,,232.94,,,
GALEX 2686548940453577537,15 26 34.98,48 58 00.62,DBA:,12640.0,8.28,0.763,0.6622,,130.99,,,
GALEX 2686548949043512093,15 32 36.92,49 10 10.93,DB,13751.0,7.84,0.501,0.2804,,391.55,,,
GALEX 2686548949043512447,15 32 24.21,49 14 53.85,DBH:,14087.0,8.1,0.648,0.3282,,271.54,,,
GALEX 2686760025211276549,12 21 12.30,40 24 55.22,DB,15570.0,8.19,0.704,0.1916,,418.92,,,
GALEX 2686760033801211126,12 20 25.23,38 41 27.71,DB,16958.0,7.93,0.555,0.2021,,308.95,,,
GALEX 2686760068160948593,12 05 16.89,33 43 21.40,DC,9748.0,7.996,0.492,,,288.49,,,
GALEX 2687006324405834124,13 44 59.24,40 34 41.52,DC,10730.0,8.088,0.655,0.5661,,197.47,,,
GALEX 2687182246266275150,14 35 35.91,40 19 42.64,DC,10275.0,8.012,0.608,0.5709,,324.77,,,
GALEX 2687498927089911838,11 10 04.37,30 09 17.99,DBZH,15539.0,8.43,0.86,,,292.01,,,
GALEX 2687604454436373272,11 33 48.87,26 23 54.44,DB:,13428.0,8.19,0.705,0.2234,,384.01,,,
GALEX 2688202614531690111,15 28 43.26,41 24 26.50,DB,12220.0,7.49,0.34,0.2278,,475.44,,,
GALEX 2688765534420340894,16 51 55.98,18 21 12.87,DBAH:,14277.0,8.0,0.588,0.3444,,183.09,,,
GALEX 2689961833136131446,23 11 41.44,23 27 06.88,DB,16607.0,7.92,0.55,0.2844,,362.63,,,
GALEX 2690419217088384466,22 49 13.64,06 44 10.03,DB,17228.0,8.2,0.714,,,388.86,,,
GALEX 2690771047924367484,22 10 04.74,00 41 37.66,DBA:,10418.0,8.049,0.611,0.601,,215.85,,,
GALEX 2691967329460291916,03 14 10.92,05 24 36.96,DZ,14241.0,8.0938,0.6443,0.274,,286.01,,,
GALEX 2693726526589896277,08 39 05.08,25 53 38.05,DB,12634.0,7.89,0.524,0.3381,,277.18,,,
GALEX 2693726573834538375,08 51 16.64,25 08 04.33,DB,15506.0,7.88,0.521,0.08655,,501.97,,,
GALEX 2693867268373217339,08 52 36.61,26 44 22.66,DB,,,,,,352.03,,,
GALEX 2693867272668186166,08 50 41.00,27 22 20.98,DB,15848.0,8.61,0.977,0.1086,,838.59,,,
GALEX 2693937671477133906,09 05 19.62,12 45 02.68,DB,15897.0,8.7,1.035,0.5819,,552.63,,,
GALEX 2693972825784452346,09 02 35.67,13 43 05.73,DBZH+M,16801.0,8.323,,,,499.55,,,
GALEX 2693972847259290634,08 50 45.20,11 05 53.15,DC,16550.0,8.674,1.034,0.4571,,220.85,,,
GALEX 2693972864439157458,09 01 02.57,09 43 33.20,DB:DC,14268.0,9.33,1.304,0.4683,,267.04,,,
GALEX 2694359875352267339,08 11 37.15,16 21 14.86,DBA,11270.0,7.83,0.488,0.507,,131.48,,,
GALEX 2694395072609257917,09 07 03.35,04 30 56.04,DB,12092.0,8.91,1.145,0.2786,,256.15,,,
GALEX 2694887658113466845,10 35 17.83,27 39 34.18,DBH:,14231.0,8.79,1.085,0.3647,,256.23,,,
GALEX 2695767220171049403,14 02 20.22,10 54 13.82,DC,11989.0,8.432,0.878,0.7288,,179.14,,,
